                                                                                                            
{'loss': '0.693', 'grad_norm': '8.043', 'learning_rate': '4.5e-08', 'rewards/chosen': '0.002778', 'rewards/rejected': '0.002157', 'rewards/accuracies': '0.3625', 'rewards/margins': '0.0006214', 'logps/chosen': '-154.9', 'logps/rejected': '-68.91', 'logits/chosen': '1.662', 'logits/rejected': '1.632', 'epoch': '0.0107'}
{'loss': '0.0008096', 'grad_norm': '0.0537', 'learning_rate': '1.613e-07', 'rewards/chosen': '0.9202', 'rewards/rejected': '-7.136', 'rewards/accuracies': '1', 'rewards/margins': '8.056', 'logps/chosen': '-144.8', 'logps/rejected': '-141.2', 'logits/chosen': '1.264', 'logits/rejected': '0.1815', 'epoch': '3.423'}
{'loss': '0.0009276', 'grad_norm': '0.07579', 'learning_rate': '1.602e-07', 'rewards/chosen': '0.8585', 'rewards/rejected': '-7.328', 'rewards/accuracies': '1', 'rewards/margins': '8.186', 'logps/chosen': '-145.4', 'logps/rejected': '-144', 'logits/chosen': '1.369', 'logits/rejected': '0.04966', 'epoch': '3.434'}
{'loss': '0.0009872', 'grad_norm': '0.08041', 'learning_rate': '1.591e-07', 'rewards/chosen': '1.022', 'rewards/rejected': '-6.684', 'rewards/accuracies': '1', 'rewards/margins': '7.706', 'logps/chosen': '-152', 'logps/rejected': '-135.3', 'logits/chosen': '1.297', 'logits/rejected': '0.3901', 'epoch': '3.444'}
{'loss': '0.0007408', 'grad_norm': '0.02664', 'learning_rate': '1.58e-07', 'rewards/chosen': '0.967', 'rewards/rejected': '-7.102', 'rewards/accuracies': '1', 'rewards/margins': '8.069', 'logps/chosen': '-152.8', 'logps/rejected': '-139.9', 'logits/chosen': '1.359', 'logits/rejected': '0.1952', 'epoch': '3.455'}
{'loss': '0.0006065', 'grad_norm': '0.02798', 'learning_rate': '1.569e-07', 'rewards/chosen': '1.072', 'rewards/rejected': '-7.3', 'rewards/accuracies': '1', 'rewards/margins': '8.372', 'logps/chosen': '-140.6', 'logps/rejected': '-142.4', 'logits/chosen': '1.299', 'logits/rejected': '0.06367', 'epoch': '3.466'}
{'loss': '0.001127', 'grad_norm': '0.04472', 'learning_rate': '1.558e-07', 'rewards/chosen': '0.7469', 'rewards/rejected': '-7.036', 'rewards/accuracies': '1', 'rewards/margins': '7.783', 'logps/chosen': '-148.7', 'logps/rejected': '-138.6', 'logits/chosen': '1.389', 'logits/rejected': '0.212', 'epoch': '3.476'}
{'loss': '0.0005744', 'grad_norm': '0.01868', 'learning_rate': '1.548e-07', 'rewards/chosen': '0.9393', 'rewards/rejected': '-7.342', 'rewards/accuracies': '1', 'rewards/margins': '8.281', 'logps/chosen': '-157.7', 'logps/rejected': '-143', 'logits/chosen': '1.346', 'logits/rejected': '0.09444', 'epoch': '3.487'}
{'loss': '0.0004132', 'grad_norm': '0.02949', 'learning_rate': '1.537e-07', 'rewards/chosen': '1.015', 'rewards/rejected': '-7.4', 'rewards/accuracies': '1', 'rewards/margins': '8.415', 'logps/chosen': '-156.4', 'logps/rejected': '-142.9', 'logits/chosen': '1.393', 'logits/rejected': '0.1049', 'epoch': '3.498'}
{'loss': '0.0007623', 'grad_norm': '0.03973', 'learning_rate': '1.526e-07', 'rewards/chosen': '0.8915', 'rewards/rejected': '-7.225', 'rewards/accuracies': '1', 'rewards/margins': '8.116', 'logps/chosen': '-151.9', 'logps/rejected': '-140.3', 'logits/chosen': '1.455', 'logits/rejected': '0.1385', 'epoch': '3.508'}
{'loss': '0.0005016', 'grad_norm': '0.01492', 'learning_rate': '1.515e-07', 'rewards/chosen': '1.059', 'rewards/rejected': '-7.239', 'rewards/accuracies': '1', 'rewards/margins': '8.298', 'logps/chosen': '-144.9', 'logps/rejected': '-142.1', 'logits/chosen': '1.346', 'logits/rejected': '0.1308', 'epoch': '3.519'}
{'loss': '0.0009867', 'grad_norm': '0.04064', 'learning_rate': '1.504e-07', 'rewards/chosen': '1.013', 'rewards/rejected': '-7.166', 'rewards/accuracies': '1', 'rewards/margins': '8.179', 'logps/chosen': '-156.5', 'logps/rejected': '-140.5', 'logits/chosen': '1.36', 'logits/rejected': '0.1102', 'epoch': '3.53'}
{'loss': '0.0006501', 'grad_norm': '0.01477', 'learning_rate': '1.493e-07', 'rewards/chosen': '1.091', 'rewards/rejected': '-7.172', 'rewards/accuracies': '1', 'rewards/margins': '8.263', 'logps/chosen': '-138', 'logps/rejected': '-141.2', 'logits/chosen': '1.307', 'logits/rejected': '0.165', 'epoch': '3.541'}
{'loss': '0.0007309', 'grad_norm': '0.08132', 'learning_rate': '1.482e-07', 'rewards/chosen': '1.065', 'rewards/rejected': '-7.156', 'rewards/accuracies': '1', 'rewards/margins': '8.221', 'logps/chosen': '-149', 'logps/rejected': '-139.3', 'logits/chosen': '1.363', 'logits/rejected': '0.172', 'epoch': '3.551'}
{'loss': '0.0005542', 'grad_norm': '0.04958', 'learning_rate': '1.471e-07', 'rewards/chosen': '1.163', 'rewards/rejected': '-7.215', 'rewards/accuracies': '1', 'rewards/margins': '8.378', 'logps/chosen': '-154.8', 'logps/rejected': '-140.6', 'logits/chosen': '1.419', 'logits/rejected': '0.116', 'epoch': '3.562'}
{'loss': '0.0007697', 'grad_norm': '0.02916', 'learning_rate': '1.46e-07', 'rewards/chosen': '0.9177', 'rewards/rejected': '-7.28', 'rewards/accuracies': '1', 'rewards/margins': '8.197', 'logps/chosen': '-138.3', 'logps/rejected': '-142', 'logits/chosen': '1.297', 'logits/rejected': '0.07954', 'epoch': '3.573'}
{'loss': '0.0008887', 'grad_norm': '0.1376', 'learning_rate': '1.449e-07', 'rewards/chosen': '0.9582', 'rewards/rejected': '-7.173', 'rewards/accuracies': '1', 'rewards/margins': '8.131', 'logps/chosen': '-146.9', 'logps/rejected': '-140.2', 'logits/chosen': '1.35', 'logits/rejected': '0.135', 'epoch': '3.583'}
{'loss': '0.0008507', 'grad_norm': '0.01036', 'learning_rate': '1.438e-07', 'rewards/chosen': '0.9446', 'rewards/rejected': '-7.097', 'rewards/accuracies': '1', 'rewards/margins': '8.042', 'logps/chosen': '-146', 'logps/rejected': '-138.5', 'logits/chosen': '1.357', 'logits/rejected': '0.2063', 'epoch': '3.594'}
{'loss': '0.0009845', 'grad_norm': '0.05313', 'learning_rate': '1.427e-07', 'rewards/chosen': '0.8661', 'rewards/rejected': '-7.09', 'rewards/accuracies': '1', 'rewards/margins': '7.956', 'logps/chosen': '-157.1', 'logps/rejected': '-139.2', 'logits/chosen': '1.457', 'logits/rejected': '0.1005', 'epoch': '3.605'}
{'loss': '0.0007087', 'grad_norm': '0.03315', 'learning_rate': '1.416e-07', 'rewards/chosen': '0.9963', 'rewards/rejected': '-7.174', 'rewards/accuracies': '1', 'rewards/margins': '8.17', 'logps/chosen': '-161.3', 'logps/rejected': '-140.6', 'logits/chosen': '1.409', 'logits/rejected': '0.1419', 'epoch': '3.615'}
{'loss': '0.0005421', 'grad_norm': '0.02964', 'learning_rate': '1.405e-07', 'rewards/chosen': '1.015', 'rewards/rejected': '-7.411', 'rewards/accuracies': '1', 'rewards/margins': '8.425', 'logps/chosen': '-153.4', 'logps/rejected': '-143.8', 'logits/chosen': '1.384', 'logits/rejected': '0.02582', 'epoch': '3.626'}
{'loss': '0.0009206', 'grad_norm': '0.03584', 'learning_rate': '1.395e-07', 'rewards/chosen': '0.9367', 'rewards/rejected': '-7.217', 'rewards/accuracies': '1', 'rewards/margins': '8.154', 'logps/chosen': '-156.1', 'logps/rejected': '-140.5', 'logits/chosen': '1.351', 'logits/rejected': '0.1483', 'epoch': '3.637'}
{'loss': '0.0008185', 'grad_norm': '0.01639', 'learning_rate': '1.384e-07', 'rewards/chosen': '0.9494', 'rewards/rejected': '-7.123', 'rewards/accuracies': '1', 'rewards/margins': '8.072', 'logps/chosen': '-151.4', 'logps/rejected': '-139.1', 'logits/chosen': '1.391', 'logits/rejected': '0.1805', 'epoch': '3.648'}
{'loss': '0.0008207', 'grad_norm': '0.04118', 'learning_rate': '1.373e-07', 'rewards/chosen': '0.8472', 'rewards/rejected': '-7.137', 'rewards/accuracies': '1', 'rewards/margins': '7.984', 'logps/chosen': '-137.8', 'logps/rejected': '-140.2', 'logits/chosen': '1.283', 'logits/rejected': '0.1996', 'epoch': '3.658'}
{'loss': '0.0006795', 'grad_norm': '0.02054', 'learning_rate': '1.362e-07', 'rewards/chosen': '1.027', 'rewards/rejected': '-7.236', 'rewards/accuracies': '1', 'rewards/margins': '8.263', 'logps/chosen': '-150', 'logps/rejected': '-142.6', 'logits/chosen': '1.333', 'logits/rejected': '0.1078', 'epoch': '3.669'}
{'loss': '0.0005776', 'grad_norm': '0.0515', 'learning_rate': '1.351e-07', 'rewards/chosen': '0.9067', 'rewards/rejected': '-7.264', 'rewards/accuracies': '1', 'rewards/margins': '8.171', 'logps/chosen': '-151.9', 'logps/rejected': '-142', 'logits/chosen': '1.327', 'logits/rejected': '0.104', 'epoch': '3.68'}
{'loss': '0.0007801', 'grad_norm': '0.05031', 'learning_rate': '1.34e-07', 'rewards/chosen': '0.8715', 'rewards/rejected': '-7.331', 'rewards/accuracies': '1', 'rewards/margins': '8.203', 'logps/chosen': '-159.5', 'logps/rejected': '-142.5', 'logits/chosen': '1.371', 'logits/rejected': '0.1253', 'epoch': '3.69'}
{'loss': '0.0008722', 'grad_norm': '0.02385', 'learning_rate': '1.329e-07', 'rewards/chosen': '0.9807', 'rewards/rejected': '-7.28', 'rewards/accuracies': '1', 'rewards/margins': '8.261', 'logps/chosen': '-163.5', 'logps/rejected': '-141.4', 'logits/chosen': '1.336', 'logits/rejected': '0.1148', 'epoch': '3.701'}
{'loss': '0.0007666', 'grad_norm': '0.03358', 'learning_rate': '1.318e-07', 'rewards/chosen': '0.8336', 'rewards/rejected': '-7.206', 'rewards/accuracies': '1', 'rewards/margins': '8.04', 'logps/chosen': '-147.2', 'logps/rejected': '-139.6', 'logits/chosen': '1.322', 'logits/rejected': '0.147', 'epoch': '3.712'}
{'loss': '0.0005793', 'grad_norm': '0.01295', 'learning_rate': '1.307e-07', 'rewards/chosen': '1.003', 'rewards/rejected': '-7.537', 'rewards/accuracies': '1', 'rewards/margins': '8.541', 'logps/chosen': '-156.9', 'logps/rejected': '-144.9', 'logits/chosen': '1.359', 'logits/rejected': '-0.01758', 'epoch': '3.723'}
{'loss': '0.0007092', 'grad_norm': '0.0414', 'learning_rate': '1.296e-07', 'rewards/chosen': '1.013', 'rewards/rejected': '-7.407', 'rewards/accuracies': '1', 'rewards/margins': '8.42', 'logps/chosen': '-169.4', 'logps/rejected': '-143.3', 'logits/chosen': '1.494', 'logits/rejected': '0.09566', 'epoch': '3.733'}
{'loss': '0.0004693', 'grad_norm': '0.04131', 'learning_rate': '1.285e-07', 'rewards/chosen': '1.002', 'rewards/rejected': '-7.413', 'rewards/accuracies': '1', 'rewards/margins': '8.415', 'logps/chosen': '-163.6', 'logps/rejected': '-141.5', 'logits/chosen': '1.392', 'logits/rejected': '0.1088', 'epoch': '3.744'}
{'loss': '0.0005025', 'grad_norm': '0.04528', 'learning_rate': '1.274e-07', 'rewards/chosen': '1.066', 'rewards/rejected': '-7.371', 'rewards/accuracies': '1', 'rewards/margins': '8.437', 'logps/chosen': '-142.7', 'logps/rejected': '-142.3', 'logits/chosen': '1.295', 'logits/rejected': '0.1144', 'epoch': '3.755'}
{'loss': '0.0006843', 'grad_norm': '0.04597', 'learning_rate': '1.263e-07', 'rewards/chosen': '0.8498', 'rewards/rejected': '-7.349', 'rewards/accuracies': '1', 'rewards/margins': '8.198', 'logps/chosen': '-156.7', 'logps/rejected': '-142', 'logits/chosen': '1.357', 'logits/rejected': '0.03793', 'epoch': '3.765'}
{'loss': '0.000571', 'grad_norm': '0.01224', 'learning_rate': '1.252e-07', 'rewards/chosen': '0.998', 'rewards/rejected': '-7.301', 'rewards/accuracies': '1', 'rewards/margins': '8.299', 'logps/chosen': '-160.5', 'logps/rejected': '-142.1', 'logits/chosen': '1.357', 'logits/rejected': '0.1677', 'epoch': '3.776'}
{'loss': '0.0006303', 'grad_norm': '0.008553', 'learning_rate': '1.242e-07', 'rewards/chosen': '0.9408', 'rewards/rejected': '-7.577', 'rewards/accuracies': '1', 'rewards/margins': '8.518', 'logps/chosen': '-145', 'logps/rejected': '-145.3', 'logits/chosen': '1.245', 'logits/rejected': '-0.05865', 'epoch': '3.787'}
{'loss': '0.0006412', 'grad_norm': '0.01842', 'learning_rate': '1.231e-07', 'rewards/chosen': '1.009', 'rewards/rejected': '-7.369', 'rewards/accuracies': '1', 'rewards/margins': '8.377', 'logps/chosen': '-151.1', 'logps/rejected': '-142.8', 'logits/chosen': '1.392', 'logits/rejected': '0.1007', 'epoch': '3.797'}
{'loss': '0.0008037', 'grad_norm': '0.01462', 'learning_rate': '1.22e-07', 'rewards/chosen': '0.8663', 'rewards/rejected': '-7.294', 'rewards/accuracies': '1', 'rewards/margins': '8.16', 'logps/chosen': '-159.4', 'logps/rejected': '-141.3', 'logits/chosen': '1.365', 'logits/rejected': '0.1056', 'epoch': '3.808'}
{'loss': '0.0007458', 'grad_norm': '0.02595', 'learning_rate': '1.209e-07', 'rewards/chosen': '0.9758', 'rewards/rejected': '-7.424', 'rewards/accuracies': '1', 'rewards/margins': '8.399', 'logps/chosen': '-150.6', 'logps/rejected': '-142.8', 'logits/chosen': '1.264', 'logits/rejected': '0.08245', 'epoch': '3.819'}
{'loss': '0.0005047', 'grad_norm': '0.09974', 'learning_rate': '1.198e-07', 'rewards/chosen': '1.012', 'rewards/rejected': '-7.341', 'rewards/accuracies': '1', 'rewards/margins': '8.353', 'logps/chosen': '-149.3', 'logps/rejected': '-143.5', 'logits/chosen': '1.324', 'logits/rejected': '0.1268', 'epoch': '3.83'}
{'loss': '0.0006477', 'grad_norm': '0.05416', 'learning_rate': '1.187e-07', 'rewards/chosen': '0.9906', 'rewards/rejected': '-7.367', 'rewards/accuracies': '1', 'rewards/margins': '8.357', 'logps/chosen': '-145.3', 'logps/rejected': '-143', 'logits/chosen': '1.297', 'logits/rejected': '0.1363', 'epoch': '3.84'}
{'loss': '0.0007614', 'grad_norm': '0.04679', 'learning_rate': '1.176e-07', 'rewards/chosen': '0.9124', 'rewards/rejected': '-7.101', 'rewards/accuracies': '1', 'rewards/margins': '8.014', 'logps/chosen': '-145.4', 'logps/rejected': '-140', 'logits/chosen': '1.361', 'logits/rejected': '0.2436', 'epoch': '3.851'}
{'loss': '0.0004617', 'grad_norm': '0.0147', 'learning_rate': '1.165e-07', 'rewards/chosen': '1.017', 'rewards/rejected': '-7.442', 'rewards/accuracies': '1', 'rewards/margins': '8.46', 'logps/chosen': '-147.1', 'logps/rejected': '-143', 'logits/chosen': '1.307', 'logits/rejected': '0.097', 'epoch': '3.862'}
{'loss': '0.0003531', 'grad_norm': '0.01468', 'learning_rate': '1.154e-07', 'rewards/chosen': '0.96', 'rewards/rejected': '-7.838', 'rewards/accuracies': '1', 'rewards/margins': '8.798', 'logps/chosen': '-143.9', 'logps/rejected': '-147.1', 'logits/chosen': '1.315', 'logits/rejected': '-0.1038', 'epoch': '3.872'}
{'loss': '0.0006707', 'grad_norm': '0.03915', 'learning_rate': '1.143e-07', 'rewards/chosen': '0.9454', 'rewards/rejected': '-7.463', 'rewards/accuracies': '1', 'rewards/margins': '8.409', 'logps/chosen': '-159.5', 'logps/rejected': '-141.8', 'logits/chosen': '1.345', 'logits/rejected': '0.1401', 'epoch': '3.883'}
{'loss': '0.0004395', 'grad_norm': '0.02007', 'learning_rate': '1.132e-07', 'rewards/chosen': '0.9238', 'rewards/rejected': '-7.451', 'rewards/accuracies': '1', 'rewards/margins': '8.375', 'logps/chosen': '-169.9', 'logps/rejected': '-142.3', 'logits/chosen': '1.358', 'logits/rejected': '0.1468', 'epoch': '3.894'}
{'loss': '0.0006244', 'grad_norm': '0.03492', 'learning_rate': '1.121e-07', 'rewards/chosen': '0.9954', 'rewards/rejected': '-7.448', 'rewards/accuracies': '1', 'rewards/margins': '8.443', 'logps/chosen': '-163', 'logps/rejected': '-141.5', 'logits/chosen': '1.427', 'logits/rejected': '0.1758', 'epoch': '3.904'}
{'loss': '0.0007892', 'grad_norm': '0.1957', 'learning_rate': '1.11e-07', 'rewards/chosen': '0.9476', 'rewards/rejected': '-7.412', 'rewards/accuracies': '1', 'rewards/margins': '8.36', 'logps/chosen': '-161.2', 'logps/rejected': '-143.2', 'logits/chosen': '1.344', 'logits/rejected': '0.1205', 'epoch': '3.915'}
{'loss': '0.001099', 'grad_norm': '0.02496', 'learning_rate': '1.099e-07', 'rewards/chosen': '0.9243', 'rewards/rejected': '-7.598', 'rewards/accuracies': '1', 'rewards/margins': '8.522', 'logps/chosen': '-146.4', 'logps/rejected': '-145.4', 'logits/chosen': '1.286', 'logits/rejected': '-0.02896', 'epoch': '3.926'}
{'loss': '0.0006949', 'grad_norm': '0.0184', 'learning_rate': '1.089e-07', 'rewards/chosen': '0.9141', 'rewards/rejected': '-7.419', 'rewards/accuracies': '1', 'rewards/margins': '8.333', 'logps/chosen': '-148.7', 'logps/rejected': '-143.1', 'logits/chosen': '1.316', 'logits/rejected': '0.06317', 'epoch': '3.937'}
{'loss': '0.0005598', 'grad_norm': '0.04044', 'learning_rate': '1.078e-07', 'rewards/chosen': '0.9954', 'rewards/rejected': '-7.437', 'rewards/accuracies': '1', 'rewards/margins': '8.432', 'logps/chosen': '-162.2', 'logps/rejected': '-142.8', 'logits/chosen': '1.332', 'logits/rejected': '0.1073', 'epoch': '3.947'}
{'loss': '0.0006267', 'grad_norm': '0.03192', 'learning_rate': '1.067e-07', 'rewards/chosen': '0.8996', 'rewards/rejected': '-7.423', 'rewards/accuracies': '1', 'rewards/margins': '8.323', 'logps/chosen': '-149.5', 'logps/rejected': '-142.7', 'logits/chosen': '1.31', 'logits/rejected': '0.04856', 'epoch': '3.958'}
{'loss': '0.0008446', 'grad_norm': '0.1299', 'learning_rate': '1.056e-07', 'rewards/chosen': '0.948', 'rewards/rejected': '-7.285', 'rewards/accuracies': '1', 'rewards/margins': '8.233', 'logps/chosen': '-145.1', 'logps/rejected': '-140.9', 'logits/chosen': '1.279', 'logits/rejected': '0.1338', 'epoch': '3.969'}
{'loss': '0.0005835', 'grad_norm': '0.01246', 'learning_rate': '1.045e-07', 'rewards/chosen': '1.097', 'rewards/rejected': '-7.481', 'rewards/accuracies': '1', 'rewards/margins': '8.578', 'logps/chosen': '-168.3', 'logps/rejected': '-145.2', 'logits/chosen': '1.493', 'logits/rejected': '0.02513', 'epoch': '3.979'}
{'loss': '0.0005655', 'grad_norm': '0.0189', 'learning_rate': '1.034e-07', 'rewards/chosen': '0.9703', 'rewards/rejected': '-7.628', 'rewards/accuracies': '1', 'rewards/margins': '8.599', 'logps/chosen': '-167.5', 'logps/rejected': '-145.4', 'logits/chosen': '1.428', 'logits/rejected': '0.006522', 'epoch': '3.99'}
{'loss': '0.0004684', 'grad_norm': '0.00711', 'learning_rate': '1.023e-07', 'rewards/chosen': '0.9033', 'rewards/rejected': '-7.663', 'rewards/accuracies': '1', 'rewards/margins': '8.566', 'logps/chosen': '-144', 'logps/rejected': '-145', 'logits/chosen': '1.35', 'logits/rejected': '-0.009833', 'epoch': '4'}
{'loss': '0.0004928', 'grad_norm': '0.01834', 'learning_rate': '1.012e-07', 'rewards/chosen': '0.9938', 'rewards/rejected': '-7.441', 'rewards/accuracies': '1', 'rewards/margins': '8.435', 'logps/chosen': '-162.6', 'logps/rejected': '-142.9', 'logits/chosen': '1.371', 'logits/rejected': '0.1193', 'epoch': '4.011'}
{'loss': '0.0005169', 'grad_norm': '0.02809', 'learning_rate': '1.001e-07', 'rewards/chosen': '0.96', 'rewards/rejected': '-7.46', 'rewards/accuracies': '1', 'rewards/margins': '8.42', 'logps/chosen': '-144.6', 'logps/rejected': '-143.1', 'logits/chosen': '1.284', 'logits/rejected': '0.0671', 'epoch': '4.021'}
{'loss': '0.0005706', 'grad_norm': '0.02287', 'learning_rate': '9.902e-08', 'rewards/chosen': '0.9413', 'rewards/rejected': '-7.447', 'rewards/accuracies': '1', 'rewards/margins': '8.388', 'logps/chosen': '-144.3', 'logps/rejected': '-141.9', 'logits/chosen': '1.237', 'logits/rejected': '0.08377', 'epoch': '4.032'}
{'loss': '0.0004127', 'grad_norm': '0.01164', 'learning_rate': '9.792e-08', 'rewards/chosen': '1.104', 'rewards/rejected': '-7.597', 'rewards/accuracies': '1', 'rewards/margins': '8.701', 'logps/chosen': '-148.8', 'logps/rejected': '-144', 'logits/chosen': '1.371', 'logits/rejected': '-0.003427', 'epoch': '4.043'}
{'loss': '0.0004609', 'grad_norm': '0.03595', 'learning_rate': '9.683e-08', 'rewards/chosen': '1.004', 'rewards/rejected': '-7.493', 'rewards/accuracies': '1', 'rewards/margins': '8.498', 'logps/chosen': '-150.4', 'logps/rejected': '-144.5', 'logits/chosen': '1.355', 'logits/rejected': '0.1414', 'epoch': '4.054'}
{'loss': '0.0008177', 'grad_norm': '0.1219', 'learning_rate': '9.574e-08', 'rewards/chosen': '0.8664', 'rewards/rejected': '-7.329', 'rewards/accuracies': '1', 'rewards/margins': '8.195', 'logps/chosen': '-145.6', 'logps/rejected': '-141.3', 'logits/chosen': '1.315', 'logits/rejected': '0.1736', 'epoch': '4.064'}
{'loss': '0.0004877', 'grad_norm': '0.01155', 'learning_rate': '9.464e-08', 'rewards/chosen': '0.9922', 'rewards/rejected': '-7.513', 'rewards/accuracies': '1', 'rewards/margins': '8.505', 'logps/chosen': '-152.1', 'logps/rejected': '-144', 'logits/chosen': '1.35', 'logits/rejected': '0.1057', 'epoch': '4.075'}
{'loss': '0.0004365', 'grad_norm': '0.02366', 'learning_rate': '9.355e-08', 'rewards/chosen': '0.903', 'rewards/rejected': '-7.754', 'rewards/accuracies': '1', 'rewards/margins': '8.657', 'logps/chosen': '-154.2', 'logps/rejected': '-146.6', 'logits/chosen': '1.347', 'logits/rejected': '-0.03248', 'epoch': '4.086'}
{'loss': '0.0006832', 'grad_norm': '0.02764', 'learning_rate': '9.246e-08', 'rewards/chosen': '0.9809', 'rewards/rejected': '-7.448', 'rewards/accuracies': '1', 'rewards/margins': '8.429', 'logps/chosen': '-160.2', 'logps/rejected': '-143.4', 'logits/chosen': '1.448', 'logits/rejected': '0.06836', 'epoch': '4.096'}
{'loss': '0.000278', 'grad_norm': '0.01564', 'learning_rate': '9.137e-08', 'rewards/chosen': '1.038', 'rewards/rejected': '-7.755', 'rewards/accuracies': '1', 'rewards/margins': '8.793', 'logps/chosen': '-169.3', 'logps/rejected': '-147.3', 'logits/chosen': '1.411', 'logits/rejected': '-0.01132', 'epoch': '4.107'}
{'loss': '0.0008524', 'grad_norm': '0.06557', 'learning_rate': '9.027e-08', 'rewards/chosen': '0.9563', 'rewards/rejected': '-7.542', 'rewards/accuracies': '1', 'rewards/margins': '8.498', 'logps/chosen': '-165.7', 'logps/rejected': '-143.4', 'logits/chosen': '1.425', 'logits/rejected': '0.05937', 'epoch': '4.118'}
{'loss': '0.0005309', 'grad_norm': '0.04758', 'learning_rate': '8.918e-08', 'rewards/chosen': '0.9449', 'rewards/rejected': '-7.574', 'rewards/accuracies': '1', 'rewards/margins': '8.518', 'logps/chosen': '-162.6', 'logps/rejected': '-144.3', 'logits/chosen': '1.363', 'logits/rejected': '0.05959', 'epoch': '4.128'}
{'loss': '0.0005987', 'grad_norm': '0.04927', 'learning_rate': '8.809e-08', 'rewards/chosen': '0.7795', 'rewards/rejected': '-7.57', 'rewards/accuracies': '1', 'rewards/margins': '8.349', 'logps/chosen': '-153.3', 'logps/rejected': '-145.3', 'logits/chosen': '1.355', 'logits/rejected': '-0.02536', 'epoch': '4.139'}
{'loss': '0.0004606', 'grad_norm': '0.008769', 'learning_rate': '8.699e-08', 'rewards/chosen': '1.064', 'rewards/rejected': '-7.629', 'rewards/accuracies': '1', 'rewards/margins': '8.693', 'logps/chosen': '-150.9', 'logps/rejected': '-145.3', 'logits/chosen': '1.304', 'logits/rejected': '0.003903', 'epoch': '4.15'}
{'loss': '0.000677', 'grad_norm': '0.062', 'learning_rate': '8.59e-08', 'rewards/chosen': '0.9482', 'rewards/rejected': '-7.478', 'rewards/accuracies': '1', 'rewards/margins': '8.426', 'logps/chosen': '-155.1', 'logps/rejected': '-145', 'logits/chosen': '1.354', 'logits/rejected': '-0.001211', 'epoch': '4.161'}
{'loss': '0.000481', 'grad_norm': '0.07062', 'learning_rate': '8.481e-08', 'rewards/chosen': '0.9373', 'rewards/rejected': '-7.709', 'rewards/accuracies': '1', 'rewards/margins': '8.647', 'logps/chosen': '-159', 'logps/rejected': '-147.2', 'logits/chosen': '1.312', 'logits/rejected': '-0.05432', 'epoch': '4.171'}
{'loss': '0.0006423', 'grad_norm': '0.02193', 'learning_rate': '8.372e-08', 'rewards/chosen': '0.9078', 'rewards/rejected': '-7.507', 'rewards/accuracies': '1', 'rewards/margins': '8.415', 'logps/chosen': '-156.7', 'logps/rejected': '-143.8', 'logits/chosen': '1.392', 'logits/rejected': '0.09148', 'epoch': '4.182'}
{'loss': '0.0005982', 'grad_norm': '0.04093', 'learning_rate': '8.262e-08', 'rewards/chosen': '0.782', 'rewards/rejected': '-7.697', 'rewards/accuracies': '1', 'rewards/margins': '8.479', 'logps/chosen': '-144.2', 'logps/rejected': '-145.9', 'logits/chosen': '1.222', 'logits/rejected': '0.0506', 'epoch': '4.193'}
{'loss': '0.0004884', 'grad_norm': '0.04128', 'learning_rate': '8.153e-08', 'rewards/chosen': '0.9938', 'rewards/rejected': '-7.565', 'rewards/accuracies': '1', 'rewards/margins': '8.559', 'logps/chosen': '-159.5', 'logps/rejected': '-144.1', 'logits/chosen': '1.412', 'logits/rejected': '0.0354', 'epoch': '4.203'}
{'loss': '0.001297', 'grad_norm': '0.01395', 'learning_rate': '8.044e-08', 'rewards/chosen': '0.9221', 'rewards/rejected': '-7.525', 'rewards/accuracies': '1', 'rewards/margins': '8.447', 'logps/chosen': '-153', 'logps/rejected': '-143.8', 'logits/chosen': '1.296', 'logits/rejected': '0.1226', 'epoch': '4.214'}
{'loss': '0.0004754', 'grad_norm': '0.01769', 'learning_rate': '7.934e-08', 'rewards/chosen': '0.9147', 'rewards/rejected': '-7.506', 'rewards/accuracies': '1', 'rewards/margins': '8.421', 'logps/chosen': '-143', 'logps/rejected': '-143.6', 'logits/chosen': '1.325', 'logits/rejected': '0.04678', 'epoch': '4.225'}
{'loss': '0.0004435', 'grad_norm': '0.02399', 'learning_rate': '7.825e-08', 'rewards/chosen': '1.037', 'rewards/rejected': '-7.63', 'rewards/accuracies': '1', 'rewards/margins': '8.668', 'logps/chosen': '-164', 'logps/rejected': '-146.1', 'logits/chosen': '1.374', 'logits/rejected': '0.05178', 'epoch': '4.235'}
{'loss': '0.0003468', 'grad_norm': '0.01815', 'learning_rate': '7.716e-08', 'rewards/chosen': '1.115', 'rewards/rejected': '-7.794', 'rewards/accuracies': '1', 'rewards/margins': '8.909', 'logps/chosen': '-155.3', 'logps/rejected': '-146.5', 'logits/chosen': '1.37', 'logits/rejected': '-0.01389', 'epoch': '4.246'}
{'loss': '0.0005855', 'grad_norm': '0.01483', 'learning_rate': '7.607e-08', 'rewards/chosen': '0.8969', 'rewards/rejected': '-7.634', 'rewards/accuracies': '1', 'rewards/margins': '8.531', 'logps/chosen': '-158.2', 'logps/rejected': '-144.9', 'logits/chosen': '1.352', 'logits/rejected': '0.05902', 'epoch': '4.257'}
